"No.","File Name","Predicted","Confinence(%)","Inspection Time(ms)"
"17","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_17}.jpg","nok","0.85","145.69"
"18","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_18}.jpg","nok","0.67","133.42"
"19","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_19}.jpg","nok","0.81","154.69"
"20","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_20}.jpg","nok","0.75","130.45"
"21","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_21}.jpg","nok","1.13","132.27"
"22","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_22}.jpg","nok","1.05","133.44"
"23","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{2_1-1_23}.jpg","nok","1.14","129.91"
"24","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{2_1-1_24}.jpg","nok","0.8","129.77"
"25","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{2_1-1_25}.jpg","nok","0.8","133.11"
"26","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{2_1-1_26}.jpg","nok","1.07","135.47"
"27","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{2_1-1_27}.jpg","nok","0.93","127.41"
"28","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{2_1-1_28}.jpg","nok","0.8","133.17"
"29","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{2_1-1_29}.jpg","nok","0.52","137.91"
"No.","File Name","Predicted","Confinence(%)","Inspection Time(ms)"
"1","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_1}.jpg","nok","0.62","710.17"
"2","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_2}.jpg","nok","0.83","131.93"
"3","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_3}.jpg","nok","0.58","129.94"
"4","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_4}.jpg","nok","0.7","129.12"
"5","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_5}.jpg","nok","1.08","133.53"
"6","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_6}.jpg","nok","0.54","130.31"
"7","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_7}.jpg","nok","0.7","129.63"
"8","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_8}.jpg","nok","0.6","129.42"
"9","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_9}.jpg","nok","0.63","128.05"
"10","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_10}.jpg","nok","0.61","129.32"
"11","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_11}.jpg","nok","0.66","131.72"
"12","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_12}.jpg","nok","0.77","134.62"
"13","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_13}.jpg","nok","0.66","128.76"
"14","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_14}.jpg","nok","0.58","131.5"
"15","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_15}.jpg","nok","0.74","141.76"
"16","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_16}.jpg","nok","0.73","145.06"
"17","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_17}.jpg","nok","0.85","145.69"
"18","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_18}.jpg","nok","0.67","133.42"
"19","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_19}.jpg","nok","0.81","154.69"
"20","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_20}.jpg","nok","0.75","130.45"
"21","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_21}.jpg","nok","1.13","132.27"
"22","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_22}.jpg","nok","1.05","133.44"
"23","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{2_1-1_23}.jpg","nok","1.14","129.91"
"24","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{2_1-1_24}.jpg","nok","0.8","129.77"
"25","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{2_1-1_25}.jpg","nok","0.8","133.11"
"26","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{2_1-1_26}.jpg","nok","1.07","135.47"
"27","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{2_1-1_27}.jpg","nok","0.93","127.41"
"28","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{2_1-1_28}.jpg","nok","0.8","133.17"
"29","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{2_1-1_29}.jpg","nok","0.52","137.91"
"No.","File Name","Predicted","Confinence(%)","Inspection Time(ms)"
"1","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_1}.jpg","nok","14.7","1896.67"
"2","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_2}.jpg","nok","31.56","159.99"
"3","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_3}.jpg","nok","30.1","176.43"
"4","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_4}.jpg","nok","37.55","175.86"
"5","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_5}.jpg","nok","52.73","181.46"
"6","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_6}.jpg","nok","32.97","189.21"
"7","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_7}.jpg","nok","29.11","189.77"
"8","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_8}.jpg","nok","28.7","128.92"
"9","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_9}.jpg","nok","29.86","185.34"
"10","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_10}.jpg","nok","29.56","184.91"
"11","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_11}.jpg","nok","34.26","187.36"
"12","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_12}.jpg","nok","36.31","187.01"
"13","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_13}.jpg","nok","26.11","173.64"
"14","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_14}.jpg","nok","29.34","205.5"
"15","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_15}.jpg","nok","35.31","205.61"
"16","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_16}.jpg","nok","29.43","184.77"
"17","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_17}.jpg","nok","35.69","215.93"
"18","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_18}.jpg","nok","27.84","199.97"
"19","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_19}.jpg","nok","32.79","201.17"
"20","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_20}.jpg","nok","42.35","188.12"
"21","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_21}.jpg","nok","58.6","186.99"
"22","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_22}.jpg","nok","50.31","165.13"
"23","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{2_1-1_23}.jpg","nok","47.12","184.39"
"24","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{2_1-1_24}.jpg","nok","43.38","185.67"
"25","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{2_1-1_25}.jpg","nok","40.55","186.14"
"26","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{2_1-1_26}.jpg","nok","67.52","196.94"
"27","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{2_1-1_27}.jpg","nok","47.39","200.72"
"28","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{2_1-1_28}.jpg","nok","31.39","198.95"
"29","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{2_1-1_29}.jpg","nok","17.58","214.64"
"No.","File Name","Predicted","Confinence(%)","Inspection Time(ms)"
"1","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_1}.jpg","nok","0.73","1934.11"
"2","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_2}.jpg","nok","0.77","136.08"
"3","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_3}.jpg","nok","0.64","134.52"
"4","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_4}.jpg","nok","0.66","131.71"
"5","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_5}.jpg","nok","1.11","133.93"
"6","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_6}.jpg","nok","0.63","138.34"
"7","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_7}.jpg","nok","0.7","156.8"
"8","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_8}.jpg","nok","0.63","131.29"
"9","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_9}.jpg","nok","0.7","131.94"
"10","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_10}.jpg","nok","0.63","131.96"
"11","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_11}.jpg","nok","0.7","131.25"
"12","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_12}.jpg","nok","0.74","127.26"
"13","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_13}.jpg","nok","0.69","140.32"
"14","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_14}.jpg","nok","0.62","130.61"
"15","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_15}.jpg","nok","0.72","129.13"
"16","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_16}.jpg","nok","0.78","130.86"
"17","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_17}.jpg","nok","0.83","129.42"
"18","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_18}.jpg","nok","0.68","129.65"
"19","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_19}.jpg","nok","0.83","130.3"
"20","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_20}.jpg","nok","0.84","131.68"
"21","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_21}.jpg","nok","0.83","129.39"
"22","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{1_1-1_22}.jpg","nok","1.01","133.28"
"23","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{2_1-1_23}.jpg","nok","1.21","131.6"
"24","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{2_1-1_24}.jpg","nok","0.79","140.2"
"25","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{2_1-1_25}.jpg","nok","0.85","128.62"
"26","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{2_1-1_26}.jpg","nok","1.2","131.95"
"27","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{2_1-1_27}.jpg","nok","0.85","130.22"
"28","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{2_1-1_28}.jpg","nok","0.93","132.55"
"29","C:\Users\sommais\source\repos\IP-3000\IP3000\bin\Debug\LogImages\20241106\123456789\123456789-1-{2_1-1_29}.jpg","nok","0.58","134.96"
